,filename,predicted_class,probabilities,true_label,trial_type,num_blue,num_yellow,ratio
38,b'images/small/test/column_pairs_mixed_b10_y5_0_54.png',1,[9.853137e-08 9.999999e-01],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
39,b'images/small/test/column_pairs_mixed_b10_y5_0_58.png',1,[3.4850582e-09 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
40,b'images/small/test/column_pairs_mixed_b10_y5_0_68.png',1,[2.7425506e-07 9.9999976e-01],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
41,b'images/small/test/column_pairs_mixed_b10_y5_0_72.png',1,[9.156132e-08 9.999999e-01],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
42,b'images/small/test/column_pairs_mixed_b10_y5_0_76.png',1,[4.205122e-09 1.000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
43,b'images/small/test/column_pairs_mixed_b10_y5_0_78.png',1,[5.8604943e-08 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
44,b'images/small/test/column_pairs_mixed_b10_y5_0_80.png',1,[2.1449196e-06 9.9999785e-01],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
45,b'images/small/test/column_pairs_mixed_b10_y5_0_88.png',1,[8.0351356e-08 9.9999988e-01],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
46,b'images/small/test/column_pairs_mixed_b10_y5_0_90.png',1,[0.08221453 0.91778547],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
47,b'images/small/test/column_pairs_mixed_b10_y8_0_300.png',1,[3.3174353e-04 9.9966824e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
48,b'images/small/test/column_pairs_mixed_b10_y8_0_302.png',1,[5.307695e-04 9.994692e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
49,b'images/small/test/column_pairs_mixed_b10_y8_0_304.png',1,[1.21952515e-04 9.99878049e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
50,b'images/small/test/column_pairs_mixed_b10_y8_0_306.png',1,[1.5148928e-05 9.9998486e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
51,b'images/small/test/column_pairs_mixed_b10_y8_0_308.png',1,[2.0593787e-04 9.9979407e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
52,b'images/small/test/column_pairs_mixed_b10_y8_0_310.png',1,[4.8739093e-06 9.9999511e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
53,b'images/small/test/column_pairs_mixed_b10_y8_0_312.png',1,[1.4559464e-05 9.9998546e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
54,b'images/small/test/column_pairs_mixed_b10_y8_0_314.png',1,[3.4592961e-06 9.9999654e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
55,b'images/small/test/column_pairs_mixed_b10_y8_0_316.png',1,[1.5457861e-05 9.9998450e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
56,b'images/small/test/column_pairs_mixed_b10_y8_0_318.png',1,[5.197937e-07 9.999995e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
57,b'images/small/test/column_pairs_mixed_b10_y8_0_320.png',1,[0.07425188 0.9257481 ],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
58,b'images/small/test/column_pairs_mixed_b10_y8_0_322.png',1,[0.00213982 0.99786013],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
59,b'images/small/test/column_pairs_mixed_b10_y8_0_324.png',1,[1.815522e-04 9.998185e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
60,b'images/small/test/column_pairs_mixed_b10_y8_0_326.png',1,[6.2553323e-04 9.9937445e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
61,b'images/small/test/column_pairs_mixed_b10_y8_0_328.png',1,[8.2515726e-05 9.9991751e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
62,b'images/small/test/column_pairs_mixed_b10_y8_0_330.png',1,[2.9066387e-06 9.9999714e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
63,b'images/small/test/column_pairs_mixed_b10_y8_0_332.png',1,[0.00129538 0.99870455],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
64,b'images/small/test/column_pairs_mixed_b10_y8_0_334.png',1,[2.1677254e-06 9.9999785e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
65,b'images/small/test/column_pairs_mixed_b10_y8_0_336.png',1,[4.9752543e-06 9.9999499e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
66,b'images/small/test/column_pairs_mixed_b10_y8_0_338.png',1,[2.2437216e-05 9.9997759e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
67,b'images/small/test/column_pairs_mixed_b10_y8_0_340.png',1,[2.3825085e-05 9.9997616e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
68,b'images/small/test/column_pairs_mixed_b10_y8_0_342.png',1,[6.3599779e-05 9.9993634e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
69,b'images/small/test/column_pairs_mixed_b10_y8_0_344.png',1,[1.1449817e-05 9.9998856e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
70,b'images/small/test/column_pairs_mixed_b10_y8_0_346.png',1,[0.00311268 0.99688727],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
71,b'images/small/test/column_pairs_mixed_b10_y8_0_348.png',1,[9.789569e-05 9.999021e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
72,b'images/small/test/column_pairs_mixed_b10_y8_0_350.png',1,[3.1548778e-05 9.9996841e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
73,b'images/small/test/column_pairs_mixed_b10_y8_0_352.png',1,[5.6216074e-04 9.9943787e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
74,b'images/small/test/column_pairs_mixed_b10_y8_0_354.png',1,[5.259542e-04 9.994741e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
75,b'images/small/test/column_pairs_mixed_b10_y8_0_356.png',1,[1.3951937e-05 9.9998605e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
76,b'images/small/test/column_pairs_mixed_b10_y8_0_358.png',1,[2.9720563e-06 9.9999702e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
77,b'images/small/test/column_pairs_mixed_b10_y8_0_360.png',1,[1.9682648e-05 9.9998033e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
78,b'images/small/test/column_pairs_mixed_b10_y8_0_362.png',1,[4.0836123e-04 9.9959165e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
79,b'images/small/test/column_pairs_mixed_b10_y8_0_364.png',1,[2.2579428e-04 9.9977416e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
80,b'images/small/test/column_pairs_mixed_b10_y8_0_366.png',1,[4.6244946e-05 9.9995375e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
81,b'images/small/test/column_pairs_mixed_b10_y8_0_368.png',1,[0.0018041  0.99819595],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
82,b'images/small/test/column_pairs_mixed_b10_y8_0_370.png',1,[0.0010358 0.9989642],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
83,b'images/small/test/column_pairs_mixed_b10_y8_0_372.png',1,[3.7199407e-05 9.9996281e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
84,b'images/small/test/column_pairs_mixed_b10_y8_0_374.png',1,[8.3864135e-05 9.9991608e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
85,b'images/small/test/column_pairs_mixed_b10_y8_0_376.png',1,[1.9278257e-04 9.9980730e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
86,b'images/small/test/column_pairs_mixed_b10_y8_0_378.png',1,[9.681620e-05 9.999032e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
87,b'images/small/test/column_pairs_mixed_b10_y8_0_380.png',1,[1.1179925e-04 9.9988818e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
88,b'images/small/test/column_pairs_mixed_b10_y8_0_382.png',1,[1.7567187e-04 9.9982435e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
89,b'images/small/test/column_pairs_mixed_b10_y8_0_384.png',1,[2.3478456e-04 9.9976522e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
90,b'images/small/test/column_pairs_mixed_b10_y8_0_386.png',1,[0.00203712 0.99796295],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
91,b'images/small/test/column_pairs_mixed_b10_y8_0_388.png',1,[1.4747227e-04 9.9985254e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
92,b'images/small/test/column_pairs_mixed_b10_y8_0_390.png',1,[4.6069772e-04 9.9953938e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
93,b'images/small/test/column_pairs_mixed_b10_y8_0_392.png',1,[2.2371587e-06 9.9999774e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
94,b'images/small/test/column_pairs_mixed_b10_y8_0_394.png',1,[0.00194905 0.9980509 ],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
95,b'images/small/test/column_pairs_mixed_b10_y8_0_396.png',1,[4.348389e-05 9.999565e-01],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
96,b'images/small/test/column_pairs_mixed_b10_y8_0_398.png',1,[0.05154066 0.9484594 ],1,column_pairs_mixed,10,8,"(5.0, 4.0)"
97,b'images/small/test/column_pairs_mixed_b10_y9_0_800.png',1,[0.0105092 0.9894908],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
98,b'images/small/test/column_pairs_mixed_b10_y9_0_802.png',1,[0.00124209 0.99875796],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
99,b'images/small/test/column_pairs_mixed_b10_y9_0_804.png',1,[0.05961143 0.94038856],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
100,b'images/small/test/column_pairs_mixed_b10_y9_0_806.png',1,[3.7806347e-04 9.9962187e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
101,b'images/small/test/column_pairs_mixed_b10_y9_0_808.png',1,[0.01447696 0.9855231 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
102,b'images/small/test/column_pairs_mixed_b10_y9_0_810.png',1,[0.00755482 0.9924452 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
103,b'images/small/test/column_pairs_mixed_b10_y9_0_812.png',1,[0.00724045 0.9927596 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
104,b'images/small/test/column_pairs_mixed_b10_y9_0_814.png',1,[0.00428405 0.9957159 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
105,b'images/small/test/column_pairs_mixed_b10_y9_0_816.png',1,[0.01133173 0.98866826],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
106,b'images/small/test/column_pairs_mixed_b10_y9_0_818.png',1,[0.05934524 0.9406548 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
107,b'images/small/test/column_pairs_mixed_b10_y9_0_820.png',1,[0.00388992 0.99611014],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
108,b'images/small/test/column_pairs_mixed_b10_y9_0_822.png',1,[7.407011e-04 9.992593e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
109,b'images/small/test/column_pairs_mixed_b10_y9_0_824.png',1,[1.6129599e-04 9.9983871e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
110,b'images/small/test/column_pairs_mixed_b10_y9_0_826.png',1,[0.00687026 0.9931297 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
111,b'images/small/test/column_pairs_mixed_b10_y9_0_828.png',1,[8.010815e-04 9.991990e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
112,b'images/small/test/column_pairs_mixed_b10_y9_0_830.png',1,[0.00169924 0.99830085],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
113,b'images/small/test/column_pairs_mixed_b10_y9_0_832.png',1,[0.002982 0.997018],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
114,b'images/small/test/column_pairs_mixed_b10_y9_0_834.png',1,[0.46593025 0.5340698 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
115,b'images/small/test/column_pairs_mixed_b10_y9_0_836.png',1,[0.00408285 0.99591714],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
116,b'images/small/test/column_pairs_mixed_b10_y9_0_838.png',1,[0.0055359 0.9944641],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
117,b'images/small/test/column_pairs_mixed_b10_y9_0_840.png',1,[0.00890909 0.9910909 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
118,b'images/small/test/column_pairs_mixed_b10_y9_0_842.png',1,[3.3869676e-04 9.9966133e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
119,b'images/small/test/column_pairs_mixed_b10_y9_0_844.png',1,[7.6354103e-04 9.9923646e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
120,b'images/small/test/column_pairs_mixed_b10_y9_0_846.png',1,[0.00680945 0.9931906 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
121,b'images/small/test/column_pairs_mixed_b10_y9_0_848.png',1,[4.5854953e-04 9.9954152e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
122,b'images/small/test/column_pairs_mixed_b10_y9_0_850.png',1,[0.01121931 0.98878074],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
123,b'images/small/test/column_pairs_mixed_b10_y9_0_852.png',1,[0.00394212 0.99605787],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
124,b'images/small/test/column_pairs_mixed_b10_y9_0_854.png',1,[0.0011526  0.99884737],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
125,b'images/small/test/column_pairs_mixed_b10_y9_0_856.png',1,[0.01676551 0.9832345 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
126,b'images/small/test/column_pairs_mixed_b10_y9_0_858.png',1,[0.00124153 0.99875844],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
127,b'images/small/test/column_pairs_mixed_b10_y9_0_860.png',1,[0.00257725 0.9974228 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
128,b'images/small/test/column_pairs_mixed_b10_y9_0_862.png',1,[0.01121701 0.98878294],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
129,b'images/small/test/column_pairs_mixed_b10_y9_0_864.png',1,[2.6513956e-04 9.9973482e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
130,b'images/small/test/column_pairs_mixed_b10_y9_0_866.png',1,[0.00175235 0.9982476 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
131,b'images/small/test/column_pairs_mixed_b10_y9_0_868.png',1,[0.02066617 0.9793338 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
132,b'images/small/test/column_pairs_mixed_b10_y9_0_870.png',1,[0.00191452 0.9980855 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
133,b'images/small/test/column_pairs_mixed_b10_y9_0_872.png',1,[0.02918763 0.9708124 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
134,b'images/small/test/column_pairs_mixed_b10_y9_0_874.png',1,[0.02537824 0.9746217 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
135,b'images/small/test/column_pairs_mixed_b10_y9_0_876.png',1,[0.00436026 0.9956397 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
136,b'images/small/test/column_pairs_mixed_b10_y9_0_878.png',1,[0.01083651 0.9891635 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
137,b'images/small/test/column_pairs_mixed_b10_y9_0_880.png',1,[0.00133066 0.9986694 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
138,b'images/small/test/column_pairs_mixed_b10_y9_0_882.png',1,[0.00156777 0.9984322 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
139,b'images/small/test/column_pairs_mixed_b10_y9_0_884.png',1,[0.01557372 0.98442626],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
140,b'images/small/test/column_pairs_mixed_b10_y9_0_886.png',1,[3.3292148e-04 9.9966705e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
141,b'images/small/test/column_pairs_mixed_b10_y9_0_888.png',1,[4.7633194e-04 9.9952364e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
142,b'images/small/test/column_pairs_mixed_b10_y9_0_890.png',1,[0.0300559  0.96994406],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
143,b'images/small/test/column_pairs_mixed_b10_y9_0_892.png',1,[0.00530283 0.9946971 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
144,b'images/small/test/column_pairs_mixed_b10_y9_0_894.png',1,[0.03156478 0.9684352 ],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
145,b'images/small/test/column_pairs_mixed_b10_y9_0_896.png',1,[0.00141391 0.99858606],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
146,b'images/small/test/column_pairs_mixed_b10_y9_0_898.png',1,[3.3905148e-04 9.9966097e-01],1,column_pairs_mixed,10,9,"(10.0, 9.0)"
147,b'images/small/test/column_pairs_mixed_b12_y10_0_402.png',1,[5.4044678e-05 9.9994600e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
148,b'images/small/test/column_pairs_mixed_b12_y10_0_406.png',1,[7.079883e-05 9.999292e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
149,b'images/small/test/column_pairs_mixed_b12_y10_0_408.png',1,[3.5612765e-04 9.9964392e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
150,b'images/small/test/column_pairs_mixed_b12_y10_0_410.png',1,[0.00703805 0.99296194],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
151,b'images/small/test/column_pairs_mixed_b12_y10_0_422.png',1,[8.2982711e-05 9.9991703e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
152,b'images/small/test/column_pairs_mixed_b12_y10_0_424.png',1,[2.0756638e-04 9.9979240e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
153,b'images/small/test/column_pairs_mixed_b12_y10_0_434.png',1,[2.5794887e-05 9.9997425e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
154,b'images/small/test/column_pairs_mixed_b12_y10_0_436.png',1,[0.00148041 0.9985196 ],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
155,b'images/small/test/column_pairs_mixed_b12_y10_0_450.png',1,[0.01820384 0.9817962 ],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
156,b'images/small/test/column_pairs_mixed_b12_y10_0_454.png',1,[4.832168e-05 9.999517e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
157,b'images/small/test/column_pairs_mixed_b12_y10_0_456.png',1,[2.3956463e-04 9.9976045e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
158,b'images/small/test/column_pairs_mixed_b12_y10_0_458.png',1,[1.7025479e-05 9.9998295e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
159,b'images/small/test/column_pairs_mixed_b12_y10_0_464.png',1,[9.4945909e-04 9.9905056e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
160,b'images/small/test/column_pairs_mixed_b12_y10_0_466.png',1,[2.3478275e-04 9.9976522e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
161,b'images/small/test/column_pairs_mixed_b12_y10_0_468.png',1,[0.00478771 0.9952123 ],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
162,b'images/small/test/column_pairs_mixed_b12_y10_0_470.png',1,[7.9043537e-05 9.9992096e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
163,b'images/small/test/column_pairs_mixed_b12_y10_0_472.png',1,[5.2531206e-05 9.9994743e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
164,b'images/small/test/column_pairs_mixed_b12_y10_0_474.png',1,[5.7344063e-04 9.9942660e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
165,b'images/small/test/column_pairs_mixed_b12_y10_0_480.png',1,[5.0434966e-05 9.9994957e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
166,b'images/small/test/column_pairs_mixed_b12_y10_0_488.png',1,[5.3512602e-05 9.9994648e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
167,b'images/small/test/column_pairs_mixed_b12_y10_0_490.png',1,[1.8685094e-04 9.9981314e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
168,b'images/small/test/column_pairs_mixed_b12_y10_0_498.png',1,[7.5922794e-06 9.9999237e-01],1,column_pairs_mixed,12,10,"(6.0, 5.0)"
169,b'images/small/test/column_pairs_mixed_b12_y6_0_0.png',1,[4.0206714e-07 9.9999964e-01],1,column_pairs_mixed,12,6,"(2.0, 1.0)"
170,b'images/small/test/column_pairs_mixed_b12_y6_0_10.png',1,[5.9382312e-09 1.0000000e+00],1,column_pairs_mixed,12,6,"(2.0, 1.0)"
171,b'images/small/test/column_pairs_mixed_b12_y6_0_14.png',1,[3.644439e-05 9.999635e-01],1,column_pairs_mixed,12,6,"(2.0, 1.0)"
172,b'images/small/test/column_pairs_mixed_b12_y6_0_16.png',1,[6.212996e-06 9.999938e-01],1,column_pairs_mixed,12,6,"(2.0, 1.0)"
173,b'images/small/test/column_pairs_mixed_b12_y6_0_2.png',1,[1.2303443e-06 9.9999881e-01],1,column_pairs_mixed,12,6,"(2.0, 1.0)"
